episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
60,1.0,3.199745905756094,0.6831488560793524,0.20622887450707988,-8.0,2.8,3,0.0,False,True,0.7906262224474279,1,17.709159380834848,535.953,prepare,0.0,0
60,2.0,3.199732793847631,0.6831032114197833,0.18326595495146542,-8.0,2.8,3,0.6099347747445587,False,True,0.7905513581379265,1,17.709159380834848,536.039,in_progress,0.0,0
60,3.0,3.212879278221701,0.6825743638584897,0.03640589772505071,-5.0,3.0,5,0.6746905426588128,False,True,0.8647822824823779,1,17.709159380834848,536.113,in_progress,0.0,0
60,4.0,3.244331448754118,0.679614719562254,-0.7939365725228881,-18.0,1.3,0,0.27029160039207,False,True,1.0423604540786147,1,17.709159380834848,536.173,in_progress,0.0,0
60,5.0,3.2837309239739905,0.668369299215042,-3.312078701666642,-8.0,1.4,2,0.3030948100564817,False,True,1.264743728276431,1,17.709159380834848,536.238,in_progress,0.0,0
60,6.0,3.3377031255601586,0.6525081072735343,-6.322836314894869,-8.0,1.4,2,0.3168328847520012,False,True,1.5693761970955031,2,17.709159380834848,536.307,in_progress,0.0,0
60,7.0,3.4050793386831426,0.6331008557519355,-9.048968769382169,15.0,2.7,13,0.6452751814443974,False,True,1.9500305943630534,2,17.709159380834848,536.368,in_progress,0.0,0
60,8.0,3.479210654048155,0.61782282424778,-9.683832022785515,7.5,1.4,10,0.3335792149727697,False,True,2.368613080338457,3,17.709159380834848,536.438,in_progress,0.0,0
60,9.0,3.5658807282709613,0.6144785036801311,-7.200948242079389,30.0,1.0,14,0.2526412400562169,False,True,2.857961140690667,3,17.709159380834848,536.511,in_progress,0.0,0
60,10.0,3.663990663334696,0.6207806464071505,-3.1348576876523366,-8.0,2.8,3,0.7143265841908737,False,True,3.411989655579862,4,17.709159380834848,536.563,in_progress,0.0,0
60,11.0,3.742496652659485,0.6293849357773662,-0.4581130726209089,-5.0,3.0,5,0.7457617664686771,False,True,3.8553150431646586,5,17.709159380834848,536.638,in_progress,0.0,0
60,12.0,3.851670460301682,0.6278165210597125,-0.6632139243621054,-5.0,3.0,5,0.7794926390083575,False,True,4.4718019858554285,5,17.709159380834848,536.711,in_progress,0.0,0
60,13.0,3.979021192965511,0.6230058234815935,-1.3804980345447173,-18.0,2.6,1,0.6986089144027177,False,True,5.190916162852925,6,17.709159380834848,536.774,in_progress,0.0,0
60,14.0,4.096396945219416,0.6114821976351341,-3.2460574512499565,-8.0,2.8,3,0.7318239769646282,False,True,5.853690373193577,7,17.709159380834848,536.843,in_progress,0.0,0
60,15.0,4.2379696989075235,0.5909651462021207,-5.7566062734626025,7.5,2.8,11,0.748634592526346,False,True,6.653079163989356,8,17.709159380834848,536.909,in_progress,0.0,0
60,16.0,4.392494054725496,0.5748418525152146,-5.767323684688181,30.0,1.3,15,0.39723579176913915,False,True,7.5256107201994356,9,17.709159380834848,536.969,in_progress,0.0,0
60,17.0,4.545813197853898,0.5718435609475233,-3.400965437835123,-8.0,2.8,3,0.7601824485212144,False,True,8.391368926158666,10,17.709159380834848,537.034,in_progress,0.0,0
60,18.0,4.691379689057394,0.5697463884021903,-2.3446791197135943,4.0,1.5,8,0.43651403962573637,False,True,9.213341165459289,11,17.709159380834848,537.102,in_progress,0.0,0
60,19.0,4.843648969243677,0.5699131885060914,-1.0727727708768942,-8.0,2.8,3,0.7568139559275437,False,True,10.073163912349667,12,17.709159380834848,537.162,in_progress,0.0,0
60,20.0,4.995024810525095,0.5706365732368167,-0.5466825908391766,-8.0,2.8,3,0.7511627156114448,False,True,10.927951152228445,13,17.709159380834848,537.226,in_progress,0.0,0
60,21.0,5.151701034256444,0.5582187428495884,-2.7122316229506422,0.0,3.3,7,0.8528867449786093,False,True,11.812668340772113,14,17.709159380834848,537.306,in_progress,0.0,0
60,22.0,5.342078289680597,0.5420174704542349,-4.1005078528814565,-8.0,1.4,2,0.4337019576050981,False,True,12.887580112004418,15,17.709159380834848,537.371,in_progress,0.0,0
60,23.0,5.518939564063528,0.5147174280447296,-7.180661243270174,-18.0,1.3,0,0.3708983271010461,False,True,13.885237907480283,16,17.709159380834848,537.435,in_progress,0.0,0
60,24.0,5.674602656324783,0.4777722422131631,-10.573373906511856,4.0,1.5,8,0.34698308470971123,False,True,14.766016169662386,17,17.709159380834848,537.495,in_progress,0.0,0
60,25.0,5.814868110004381,0.44785138759836085,-11.362024051344246,7.5,2.8,11,0.4934546296398372,False,True,15.56385432400714,18,17.709159380834848,537.581,in_progress,0.0,0
60,26.0,5.972235024238525,0.4273617493027192,-9.062014602285172,30.0,1.3,15,0.265708786451034,False,True,16.45840831994536,19,17.709159380834848,537.643,in_progress,0.0,0
60,27.0,6.112551659938565,0.4211249981543512,-5.746119666010309,15.0,2.7,13,0.39643100608374815,False,True,17.20086178596554,20,17.709159380834848,537.706,in_progress,0.0,0
60,28.0,6.256098369557472,0.4263464399288989,-1.7055073793465791,15.0,2.7,13,0.3663305778786508,False,True,17.9274664852114,21,17.709159380834848,537.77,in_progress,0.0,0
60,29.0,6.407386636537569,0.4508244180167318,4.380792895211245,15.0,2.7,13,0.3684402658955923,False,True,18.714529574284843,22,17.709159380834848,537.846,in_progress,0.0,0
60,30.0,6.574427338579941,0.4941486901330721,10.74019309210873,7.5,1.4,10,0.20549181064883332,False,True,19.451677887143916,23,17.709159380834848,537.909,in_progress,0.0,0
60,31.0,6.721981343699645,0.546404595634047,16.796349994678494,7.5,1.4,10,0.21949064355067363,False,True,20.29672203217241,24,17.709159380834848,537.973,in_progress,0.0,0
60,32.0,6.844054432883418,0.6013057919051669,21.861608018769612,7.5,1.4,10,0.15925758591073358,False,True,20.826765152123812,25,17.709159380834848,538.044,in_progress,0.0,0
60,33.0,6.955788916276154,0.6645649935148132,26.715115817929266,30.0,1.3,15,0.15308191147106617,False,True,21.42061705314174,25,17.709159380834848,538.114,in_progress,0.0,0
60,34.0,7.05946234959319,0.7312610217738656,29.877897283459358,30.0,1.3,15,0.13049151562498013,False,True,21.990967241130704,26,17.709159380834848,538.178,in_progress,0.0,0
60,35.0,7.136053755548998,0.7871752177392636,32.122416822139925,15.0,2.7,13,0.21479646954745824,False,True,22.469389227816976,27,17.709159380834848,538.244,in_progress,0.0,0
60,36.0,7.220374087580126,0.8620331218824876,36.14048620608583,30.0,1.3,15,0.07265014904735495,False,True,22.83529454149828,27,17.709159380834848,538.316,in_progress,0.0,0
60,37.0,7.303066218422792,0.9574618212745223,42.10286369852581,30.0,1.3,15,0.14458371953188515,False,True,23.51514500835762,28,17.709159380834848,538.375,in_progress,0.0,0
60,38.0,7.355120361684958,1.0253918604492538,45.47793365616178,15.0,2.7,13,0.15178240457481562,False,True,23.787130819976248,28,17.709159380834848,538.45,in_progress,0.0,0
60,39.0,7.41845751677024,1.1270225002790917,51.076934856950096,15.0,1.3,12,0.14386387642390708,False,True,24.46248567348784,29,17.709159380834848,538.515,in_progress,0.0,0
