episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
60,1.0,3.1997902721794937,0.683188425235038,0.201360823574632,15.0,2.7,13,0.0,False,True,0.7908774639713604,1,17.709159380834848,522.751,prepare,0.0,0
60,2.0,3.199732793847631,0.6831032114197833,0.18326595495146542,-8.0,2.8,3,0.6099999013797031,False,True,0.7905513581379265,1,17.709159380834848,522.826,in_progress,0.0,0
60,3.0,3.2073265145172924,0.682257070256665,-0.0962202378227284,-18.0,1.2,0,0.21856645413851317,False,True,0.8334160430337328,1,17.709159380834848,522.881,in_progress,0.0,0
60,4.0,3.224008384735339,0.680539983054274,-0.6559462114401304,0.0,1.5,6,0.303764196147858,False,True,0.9276084048135135,1,17.709159380834848,522.954,in_progress,0.0,0
60,5.0,3.2602441127643123,0.6796781846245087,-0.7316877659995574,-5.0,1.4,4,0.3008321821643357,False,True,1.132216455693064,1,17.709159380834848,523.017,in_progress,0.0,0
60,6.0,3.30868303536353,0.6842433320257602,0.4500278123786532,-8.0,2.8,3,0.6647093072563405,False,True,1.4057802966109783,2,17.709159380834848,523.09,in_progress,0.0,0
60,7.0,3.371164527563282,0.6882707241513512,1.2664178516327285,-8.0,1.3,2,0.3055066453413078,False,True,1.7585995827447551,2,17.709159380834848,523.157,in_progress,0.0,0
60,8.0,3.4475465524153877,0.6896545469321481,1.163433640990356,4.0,3.0,9,0.7461366464418275,False,True,2.1899152177325267,3,17.709159380834848,523.218,in_progress,0.0,0
60,9.0,3.5334530611327515,0.6901988111480725,0.9508575786420244,7.5,2.8,11,0.7069830222496228,False,True,2.6750179079674083,3,17.709159380834848,523.286,in_progress,0.0,0
60,10.0,3.6345891784423543,0.7084091534096354,4.51883134807813,-5.0,1.4,4,0.3726311319115911,False,True,3.2461535077382697,4,17.709159380834848,523.362,in_progress,0.0,0
60,11.0,3.7504891566236345,0.7271013802407228,6.966322739835578,-18.0,1.2,0,0.3373538454043808,False,True,3.9006532894070705,5,17.709159380834848,523.425,in_progress,0.0,0
60,12.0,3.8469843771633165,0.7352605851385529,6.133341321673443,0.0,1.5,6,0.3903716098747909,False,True,4.445551682138542,5,17.709159380834848,523.494,in_progress,0.0,0
60,13.0,3.949074121327694,0.7430316722709666,5.544389987734831,-8.0,2.8,3,0.7181241851152372,False,True,5.022046810945832,6,17.709159380834848,523.562,in_progress,0.0,0
60,14.0,4.050419886665747,0.7597131101110788,7.005089872431358,-5.0,3.0,5,0.7628010436419302,False,True,5.594358174325595,7,17.709159380834848,523.625,in_progress,0.0,0
60,15.0,4.16812960030973,0.784874534197808,9.260068222031315,-18.0,2.6,1,0.6754425735184458,False,True,6.259093757311937,7,17.709159380834848,523.687,in_progress,0.0,0
60,16.0,4.305526623275924,0.8057398060704667,8.88079256168248,-18.0,2.6,1,0.6970814878086431,False,True,7.034992309405778,8,17.709159380834848,523.752,in_progress,0.0,0
60,17.0,4.450566286839779,0.8130088415048682,5.760917916538239,15.0,2.7,13,0.7385183012987678,False,True,7.854013418711471,9,17.709159380834848,523.823,in_progress,0.0,0
60,18.0,4.605197647033445,0.8206986698623343,4.220154029879699,-18.0,1.2,0,0.38172230270950624,False,True,8.72720969219387,10,17.709159380834848,523.888,in_progress,0.0,0
60,19.0,4.749831601959926,0.8334539048541675,4.542649332304189,-5.0,1.4,4,0.41995526150692,False,True,9.543968921665206,11,17.709159380834848,523.954,in_progress,0.0,0
60,20.0,4.895182426360834,0.8397367385173523,3.4448885349064797,-5.0,1.4,4,0.4222941843967511,False,True,10.36475255535527,12,17.709159380834848,524.018,in_progress,0.0,0
60,21.0,5.013890532836481,0.8407330382938664,2.1884224741657285,-18.0,2.6,1,0.6931431304404516,False,True,11.035042752580267,13,17.709159380834848,524.088,in_progress,0.0,0
60,22.0,5.15001664964565,0.8331789807824505,-0.5774615446131216,4.0,3.0,9,0.8137279987262821,False,True,11.80370400813104,14,17.709159380834848,524.162,in_progress,0.0,0
60,23.0,5.304600987371061,0.8233920298265308,-1.9913897100707147,0.0,3.2,7,0.8817976514887145,False,True,12.676550997439362,15,17.709159380834848,524.223,in_progress,0.0,0
60,24.0,5.463634029220238,0.8310244864774311,0.7511201670595815,15.0,1.2,12,0.38810494321325084,False,True,13.575555693253277,16,17.709159380834848,524.292,in_progress,0.0,0
60,25.0,5.620622923641737,0.8493635260468991,4.145213282076448,-8.0,2.8,3,0.7845133366649557,False,True,14.460523541384482,17,17.709159380834848,524.361,in_progress,0.0,0
60,26.0,5.786220042146978,0.8709319448746846,5.851632292733299,0.0,3.2,7,0.8917901855890047,False,True,15.391046667357559,18,17.709159380834848,524.426,in_progress,0.0,0
60,27.0,5.95351716432749,0.8864307204817115,5.5222848100110316,7.5,2.8,11,0.7853404933690887,False,True,16.33102826656963,19,17.709159380834848,524.491,in_progress,0.0,0
60,28.0,6.124941361026054,0.9040118588822238,5.670385124587034,0.0,3.2,7,0.8762301027806505,False,True,17.34052653901399,21,17.709159380834848,524.558,in_progress,0.0,0
60,29.0,6.32624641511681,0.9235089371133093,5.4738682965763354,-18.0,1.2,0,0.41759721417721385,False,True,18.553926512788298,22,17.709159380834848,524.628,in_progress,0.0,0
60,30.0,6.515515654720973,0.9316464357865771,3.3761083804779233,-8.0,2.8,3,0.6556371284336887,False,True,19.91852140741679,24,17.709159380834848,524.694,in_progress,0.0,0
60,31.0,6.69281135403845,0.9277046012574931,0.5629762369927751,30.0,1.0,14,0.22293825646178456,False,True,20.97641942114489,25,17.709159380834848,524.751,in_progress,0.0,0
60,32.0,6.841051422659103,0.9227929610233646,-1.392490208757018,15.0,1.2,12,0.10523001903071051,False,True,21.712845364767524,26,17.709159380834848,524.821,in_progress,0.0,0
60,33.0,7.01837580673621,0.9279294713470964,0.4597822293618333,15.0,1.2,12,0.05473141123850124,False,True,22.502648076402153,27,17.709159380834848,524.88,in_progress,0.0,0
60,34.0,7.142815453924572,0.9418560866139665,3.0717820054543057,0.0,1.5,6,-0.06290641757033048,False,True,22.903601994697002,27,17.709159380834848,524.969,in_progress,0.0,0
60,35.0,7.306506601827557,0.9709013304809774,6.954364776631892,15.0,1.2,12,-0.02900844724310167,False,True,23.58759780271925,28,17.709159380834848,525.028,in_progress,0.0,0
60,36.0,7.404251409539287,0.9946725154785971,9.47792980925845,4.0,1.4,8,-0.1541136387205537,False,True,23.770187695127976,28,17.709159380834848,525.094,in_progress,0.0,0
60,37.0,7.510350180609166,1.0266612180286316,12.470366494255307,15.0,1.2,12,-0.11071954938849791,False,False,24.21899393067596,29,17.709159380834848,525.161,in_progress,0.0,0
60,38.0,7.594185855824405,1.0612934047958114,15.925182138200148,30.0,1.0,14,-0.12105239442603515,False,False,24.52859465986229,29,17.709159380834848,525.217,in_progress,0.0,0
60,39.0,7.665187358786665,1.1018910763942285,20.256675491144073,-18.0,2.6,1,-0.2808134912446022,False,False,24.6780045137083,29,17.709159380834848,525.283,in_progress,0.0,0
60,40.0,7.7468229830503,1.147852623175405,23.350162025660612,30.0,1.3,15,-0.12865583133065037,False,False,25.094015313920355,30,17.709159380834848,525.355,in_progress,0.0,0
60,41.0,7.844261936279068,1.1920701362255732,23.777218337889092,-8.0,2.8,3,-10.0,True,False,25.385136146703406,30,17.709159380834848,525.425,off_track,0.0,0
61,1.0,4.085228944891177,0.6836384153031679,0.023613006161126326,0.0,3.2,7,0.0,False,True,0.7907685343793331,7,17.709159380834848,525.55,prepare,0.0,0
61,2.0,4.085190493550239,0.6836132374880971,0.01993050474270704,-8.0,2.8,3,0.60933687506023,False,True,0.7905513581378711,7,17.709159380834848,525.621,in_progress,0.0,0
