episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
40,1.0,3.199761784522596,0.6830694971607387,0.1645715309444691,-8.0,2.7,3,0.0,False,True,0.7907144527715906,1,17.709159380834848,392.185,prepare,0.0,0
40,2.0,3.1997327938476237,0.6831032114197831,0.18326595495146542,7.5,1.0,10,0.24999907420088227,False,True,0.7905513581379284,1,17.709159380834848,392.248,in_progress,0.0,0
40,3.0,3.2060539103684134,0.6839323157220691,0.38042289874126084,7.5,1.0,10,0.257136219568951,False,True,0.826260202431024,1,17.709159380834848,392.317,in_progress,0.0,0
40,4.0,3.227962069092818,0.6883212760720723,1.3906810449378135,-5.0,2.8,5,0.724498194465842,False,True,0.9500013114462845,1,17.709159380834848,392.392,in_progress,0.0,0
40,5.0,3.2661007945312526,0.6958986423155027,2.9440327556232395,-5.0,2.8,5,0.7418982691277218,False,True,1.1654281616028923,1,17.709159380834848,392.448,in_progress,0.0,0
40,6.0,3.3118975230195504,0.6983995389259767,2.979150976508163,-18.0,2.5,1,0.6755809550682885,False,True,1.4240542405103116,2,17.709159380834848,392.532,in_progress,0.0,0
40,7.0,3.387508655722405,0.6920568884375767,0.6594496493236159,-18.0,2.5,1,0.7102879264086279,False,True,1.8508969480746182,2,17.709159380834848,392.589,in_progress,0.0,0
40,8.0,3.4591199790870437,0.67770195178595,-2.760613970709271,-5.0,1.0,4,0.3305342204569708,False,True,2.255250876752183,3,17.709159380834848,392.66,in_progress,0.0,0
40,9.0,3.5447096571216026,0.6600884478195798,-5.838315930194662,4.0,2.8,9,0.7919887594103715,False,True,2.738514332691637,3,17.709159380834848,392.726,in_progress,0.0,0
40,10.0,3.6349106356377385,0.6495672117284798,-5.998900914041223,0.0,3.0,7,0.8459818717822827,False,True,3.2478372608983257,4,17.709159380834848,392.787,in_progress,0.0,0
40,11.0,3.737160815714251,0.6469857194050499,-4.221686395296172,0.0,3.0,7,0.8620749313016933,False,True,3.825221809259215,5,17.709159380834848,392.863,in_progress,0.0,0
40,12.0,3.8684830945738793,0.6480130271942849,-1.9762513551437528,-5.0,2.8,5,0.8472375851916634,False,True,4.566779157312302,5,17.709159380834848,392.925,in_progress,0.0,0
40,13.0,3.999924930952735,0.646264617631005,-1.414503252781614,-5.0,1.0,4,0.39817592973625937,False,True,5.309000921288151,6,17.709159380834848,392.984,in_progress,0.0,0
40,14.0,4.134488129296264,0.6414356722201969,-1.6938444596684241,-5.0,1.0,4,0.40161205007195067,False,True,6.068840758206326,7,17.709159380834848,393.054,in_progress,0.0,0
40,15.0,4.242695893090174,0.6343092889574636,-2.571373048524936,-5.0,2.8,5,0.8202601401595999,False,True,6.679853590134603,8,17.709159380834848,393.127,in_progress,0.0,0
40,16.0,4.379713666149626,0.624533201781614,-3.3445837827056537,-18.0,1.0,0,0.40366085089204967,False,True,7.453543386191979,9,17.709159380834848,393.187,in_progress,0.0,0
40,17.0,4.49228523175171,0.6082273748412006,-5.0680428573047065,-5.0,1.0,4,0.3748885721070797,False,True,8.089180533275346,10,17.709159380834848,393.251,in_progress,0.0,0
40,18.0,4.594358794071367,0.5912803412398397,-6.7430793491554155,30.0,1.0,14,0.36129502624409804,False,True,8.665528751379918,10,17.709159380834848,393.316,in_progress,0.0,0
