episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
0,1.0,3.1998890607651775,0.6831040517903488,0.1831479227128457,-8.0,3.1,3,0.0,False,True,0.7914337761162291,1,17.709159380834848,5.119,prepare,0.0,0
0,2.0,3.1998068896088463,0.6831087128364732,0.18363571464217554,-8.0,3.1,3,0.6988959866052123,False,True,0.7909698589677762,1,17.709159380834848,5.188,in_progress,0.0,0
0,3.0,3.208714017008146,0.6842847819101787,0.5120297754347793,0.0,2.1,6,0.3192164736688539,False,True,0.8412875697338349,1,17.709159380834848,5.255,in_progress,0.0,0
0,4.0,3.230726554167545,0.684802083595585,0.6063469771265663,-18.0,1.5,0,0.19373411683447675,False,True,0.9655813437588555,1,17.709159380834848,5.325,in_progress,0.0,0
0,5.0,3.2707553169979704,0.6743373520475521,-1.995904992632226,7.5,1.8,10,0.2640731741862833,False,True,1.191524822927419,1,17.709159380834848,5.389,in_progress,0.0,0
0,6.0,3.3181032578325236,0.6644944514962955,-3.864484994679836,-5.0,1.8,4,0.25203007594776905,False,True,1.458803531507641,2,17.709159380834848,5.45,in_progress,0.0,0
0,7.0,3.3798710855350236,0.6549100749753974,-5.142732483311365,0.0,3.5,7,0.5987434507238377,False,True,1.8077159731016206,2,17.709159380834848,5.508,in_progress,0.0,0
0,8.0,3.4632772441167443,0.6418572905506769,-6.374753847078173,4.0,3.4,9,0.5520356990759393,False,True,2.278674785250755,3,17.709159380834848,5.591,in_progress,0.0,0
0,9.0,3.5666784093540196,0.6274241756660277,-6.933043615835815,-5.0,1.8,4,0.2416325795396233,False,True,2.8624944021519574,3,17.709159380834848,5.652,in_progress,0.0,0
0,10.0,3.667609934688199,0.6095612613035255,-8.171619676340363,30.0,1.0,14,0.07923434045923441,False,True,3.432403262351998,4,17.709159380834848,5.721,in_progress,0.0,0
0,11.0,3.780339971726063,0.5829590481545551,-10.448053488304451,0.0,2.1,6,0.2004885179407146,False,True,4.068910534565282,5,17.709159380834848,5.788,in_progress,0.0,0
0,12.0,3.879585209820113,0.5628384769004847,-11.081041081814188,-5.0,3.3,5,0.27199367493695553,False,True,4.629303222516171,5,17.709159380834848,5.863,in_progress,0.0,0
0,13.0,3.997832648997428,0.527422745145287,-13.718145552201877,4.0,3.4,9,0.19759336636335018,False,True,5.296953066208019,6,17.709159380834848,5.92,in_progress,0.0,0
0,14.0,4.124654360396571,0.4886581071066365,-15.194035947220453,30.0,1.0,14,0.0007585387985446848,False,True,6.013006320583442,7,17.709159380834848,5.991,in_progress,0.0,0
0,15.0,4.256357651343697,0.45986694149494756,-13.853613948268908,30.0,1.3,15,-0.0015404359290964315,False,True,6.7566503056925935,8,17.709159380834848,6.055,in_progress,0.0,0
0,16.0,4.374893045563742,0.4428046838579903,-11.41499887790105,-18.0,2.9,1,0.010880682858206911,False,True,7.4259533202545,9,17.709159380834848,6.12,in_progress,0.0,0
0,17.0,4.479234181896933,0.42744389697549606,-10.311070267022963,15.0,1.6,12,-0.04514094681473814,False,True,8.01512090191343,9,17.709159380834848,6.186,in_progress,0.0,0
0,18.0,4.597810109589758,0.40308988927992095,-10.874836376770515,-5.0,1.8,4,-0.040211088271485666,False,True,8.684627031790603,10,17.709159380834848,6.253,in_progress,0.0,0
0,19.0,4.726976045647539,0.3799934523444028,-10.688599052392696,30.0,1.3,15,-0.039622487300667274,False,True,9.41392329717469,11,17.709159380834848,6.311,in_progress,0.0,0
0,20.0,4.837810941234891,0.35691934753046145,-11.171695986640836,15.0,1.6,12,-0.07393086769252238,False,False,10.039735110742729,12,17.709159380834848,6.392,in_progress,0.0,0
0,21.0,4.944637979480062,0.3444002267807269,-9.34861885042766,30.0,1.3,15,-0.07935259899217638,False,False,10.642930287936023,13,17.709159380834848,6.456,in_progress,0.0,0
0,22.0,5.048421765740108,0.34276477092771457,-6.128437965173264,7.5,3.2,11,-0.07682075540035108,False,False,11.229042824546353,13,17.709159380834848,6.521,in_progress,0.0,0
0,23.0,5.156029059862066,0.347367043713562,-2.8141574300889323,15.0,3.0,13,-0.07301952573379253,False,False,11.836688318296048,14,17.709159380834848,6.587,in_progress,0.0,0
0,24.0,5.294175241584232,0.36691962145790324,2.540378660487128,30.0,1.3,15,-0.041407925925618164,False,False,12.616900557499932,15,17.709159380834848,6.654,in_progress,0.0,0
0,25.0,5.418353566639805,0.39808277233550343,8.091736316249117,-8.0,1.6,2,-0.059385994635464984,False,False,13.317926219147378,16,17.709159380834848,6.727,in_progress,0.0,0
0,26.0,5.536077736280383,0.42511144392764466,10.285173823827217,0.0,3.5,7,-0.053799445757446725,False,True,13.981272335443615,17,17.709159380834848,6.788,in_progress,0.0,0
0,27.0,5.663759920061051,0.44589173742114835,9.812049016661817,15.0,1.6,12,-0.04325689851338732,False,True,14.704847811521862,17,17.709159380834848,6.85,in_progress,0.0,0
0,28.0,5.781286201164999,0.4672537074219351,9.658714091669045,30.0,1.0,14,-0.054676104418051694,False,True,15.373719907446493,18,17.709159380834848,6.923,in_progress,0.0,0
0,29.0,5.897844674889266,0.502192965598934,12.764802361388899,0.0,3.5,7,-0.04717958111832536,False,True,16.030983051746023,19,17.709159380834848,6.998,in_progress,0.0,0
0,30.0,6.0078175386204276,0.5380123248783398,14.851411494668005,15.0,1.6,12,-0.05664558909566848,False,True,16.654100994098055,20,17.709159380834848,7.059,in_progress,0.0,0
0,31.0,6.118169337173144,0.5638601683908576,14.058656453897793,-5.0,1.8,4,-0.06045062669682324,False,True,17.253183258635023,20,17.709159380834848,7.12,in_progress,0.0,0
0,32.0,6.222899672918802,0.5838615020813291,12.614602472813838,7.5,1.8,10,-0.07045828573539606,False,True,17.81404880047166,21,17.709159380834848,7.192,in_progress,0.0,0
0,33.0,6.340104725266963,0.5927122932258161,9.019665119080194,15.0,1.6,12,-0.055435878905156985,False,True,18.477748685191568,22,17.709159380834848,7.259,in_progress,0.0,0
0,34.0,6.456459436192649,0.6017430558843765,7.019739074405623,7.5,3.2,11,-0.06463680582262957,False,True,19.104489920857358,23,17.709159380834848,7.324,in_progress,0.0,0
0,35.0,6.572163489697288,0.6109763273847527,5.917332707850788,30.0,1.0,14,-0.08548272264109767,False,True,19.621412010667495,23,17.709159380834848,7.392,in_progress,0.0,0
0,36.0,6.699058257642931,0.6224406231888057,5.013215074342396,30.0,1.3,15,-0.05386630216627477,False,True,20.29672203217252,24,17.709159380834848,7.456,in_progress,0.0,0
0,37.0,6.79386052020241,0.6394337390855448,6.844694835061418,30.0,1.3,15,-0.11178141259930253,False,True,20.683739068567352,24,17.709159380834848,7.523,in_progress,0.0,0
0,38.0,6.88325269369973,0.6633984569222009,9.661351784733405,15.0,1.6,12,-0.0969733415397795,False,True,21.144167722643694,25,17.709159380834848,7.59,in_progress,0.0,0
0,39.0,6.981100957274129,0.7024277684052648,14.429636294687453,30.0,1.0,14,-0.08642678643979838,False,True,21.659526790949162,26,17.709159380834848,7.6530000000000005,in_progress,0.0,0
0,40.0,7.0566818426247115,0.7467737697603192,19.89020069716111,15.0,1.6,12,-0.12273613298629407,False,True,21.990967241130814,26,17.709159380834848,7.723,in_progress,0.0,0
0,41.0,7.135470461286269,0.8044700817146129,25.797855190163904,30.0,1.3,15,-0.08100987950764628,False,True,22.53194537086679,27,17.709159380834848,7.79,in_progress,0.0,0
0,42.0,7.2045791821292084,0.8668954428981306,31.50551922596924,30.0,1.3,15,-0.1284036094609646,False,True,22.835294541498392,27,17.709159380834848,7.855,in_progress,0.0,0
0,43.0,7.264251343085425,0.9342370940386502,37.239409089277515,30.0,1.3,15,-0.100301564992656,False,True,23.27899479676682,28,17.709159380834848,7.921,in_progress,0.0,0
0,44.0,7.321709016671656,1.0114778388156922,42.96317880464672,30.0,1.3,15,-0.10815838015462244,False,True,23.682777935099903,28,17.709159380834848,7.993,in_progress,0.0,0
0,45.0,7.368533076333696,1.0888495338632294,48.328145944348684,15.0,1.6,12,-0.0977649583065512,False,True,24.137165032404027,29,17.709159380834848,8.063,in_progress,0.0,0
0,46.0,7.411749452176091,1.1872541594155939,55.481166642453864,4.0,3.4,9,-0.09876610356015844,False,True,24.576498153214025,29,17.709159380834848,8.124,in_progress,0.0,0
0,47.0,7.445163731510675,1.2774949449182893,60.71603966359197,30.0,1.3,15,-0.08011505865434351,False,True,25.11949788003204,30,17.709159380834848,8.191,in_progress,0.0,0
0,48.0,7.481542691623764,1.38844769372632,65.94190499690036,15.0,3.0,13,-0.08799792616389375,False,True,25.614117720989316,30,17.709159380834848,8.266,in_progress,0.0,0
0,49.0,7.508513190819821,1.5064496682325033,70.95857733693713,15.0,3.0,13,-0.05822034257570236,False,True,26.257421204346976,31,17.709159380834848,8.324,in_progress,0.0,0
0,50.0,7.516196735640254,1.6239526462743217,77.65145251340203,15.0,1.6,12,-0.10218806084151758,False,True,26.68799279991141,32,17.709159380834848,8.391,in_progress,0.0,0
0,51.0,7.510223231458995,1.7588076147781817,85.314816837005,30.0,1.3,15,-0.0872838997159689,False,True,27.194005736477134,32,17.709159380834848,8.453,in_progress,0.0,0
0,52.0,7.495376657053147,1.8734451580561642,91.61704304987099,15.0,1.6,12,-0.05759719677935026,False,True,27.846723144232975,33,17.709159380834848,8.519,in_progress,0.0,0
0,53.0,7.473241532294884,1.9868343011850842,96.10795632835143,15.0,1.6,12,-0.08148208270302452,False,True,28.379832496348772,34,17.709159380834848,8.591,in_progress,0.0,0
